family,relation,target,sense
revive,synonym,animate,2
revive,synonym,create,2
revive,synonym,renovate,2
revive,synonym,repair,2
revive,synonym,resurrect,
revolt,synonym,disgust,3
revolt,synonym,rebel,1
revolt,synonym,repel,3
revolt,synonym,uprising,1
revolve,similar,roll,3
revolve,similar,rotate,1
revolve,synonym,orbit,2
revolve,synonym,roll,3
revolve,synonym,rotate,1
reward,antonym,penalty,
reward,synonym,advantage,
reward,synonym,reinforce,
reward,synonym,repay,
reward,synonym,wage,1
rhyme,synonym,verse,2
rhythm,synonym,beat,1
rhythm,synonym,cycle,3
rhythm,synonym,round,3
rib,synonym,guy,
ribbon,synonym,medal,2
ribbon,synonym,palm,2
ribbon,synonym,thread,1
rich,antonym,lean,3
rich,antonym,poor,1
rich,similar,affluent,1
rich,similar,easy,1
rich,similar,flush,1
rich,similar,substantial,1
rich,synonym,ample,
rich,synonym,robust,
rid,synonym,free,1
riddle,synonym,diffuse,
ride,antonym,walk,2
ride,similar,drive,2
ride,synonym,bait,
ride,synonym,sit,1
ride,synonym,taunt,
ride,synonym,tease,
ridiculous,synonym,absurd,2
ridiculous,synonym,nonsense,2
ridiculous,synonym,pathetic,1
ridiculous,synonym,silly,1
rifle,synonym,go,3
rifle,synonym,loot,2
rifle,synonym,strip,2
rig,synonym,carriage,
rig,synonym,outfit,
right,antonym,left,1
right,antonym,wrong,2
right,similar,accurate,2
right,similar,exact,2
right,similar,far,1
right,similar,precise,2
right,similar,proper,3
right,similar,straight,2
right,synonym,all,
right,synonym,altogether,
right,synonym,correct,2
right,synonym,justly,
right,synonym,mighty,
right,synonym,ripe,
rights,antonym,left,2
rights,antonym,wrong,
rigid,similar,flexible,1
rigid,similar,tolerant,2
rigid,synonym,flexible,3
rigid,synonym,stiff,1
rigid,synonym,strict,2
rim,synonym,brim,
ring,synonym,call,
ring,synonym,echo,
ring,synonym,gang,
ring,synonym,mob,
ring,synonym,resonance,
ring,synonym,surround,
ring,synonym,telephone,
rinse,similar,wash,2
rinse,synonym,wash,2
riot,synonym,scream,3
rip,synonym,blood,
rip,synonym,pull,1
rip,synonym,rent,
rip,synonym,steal,
ripe,antonym,green,1
ripe,similar,opportune,3
ripe,similar,ready,2
ripe,synonym,good,3
ripe,synonym,mature,1
ripe,synonym,right,3
rise,antonym,fall,1
rise,antonym,set,
rise,synonym,arise,1
rise,synonym,ascent,
rise,synonym,climb,2
rise,synonym,heighten,
rise,synonym,hike,
rise,synonym,lift,1
rise,synonym,mount,
rise,synonym,originate,
rise,synonym,procession,
rise,synonym,rebel,
rise,synonym,resurrect,
rise,synonym,wax,
risk,synonym,adventure,
risk,synonym,danger,1
risk,synonym,gamble,
risk,synonym,hazard,1
risk,synonym,jeopardy,1
risk,synonym,peril,1
rite,synonym,ritual,2
ritual,synonym,rite,1
rival,similar,equal,2
rival,similar,equate,2
rival,similar,match,2
rival,synonym,challenge,1
rival,synonym,competition,1
rival,synonym,equal,2
rival,synonym,match,2
rival,synonym,touch,2
road,synonym,route,1
roam,similar,drift,1
roam,similar,err,1
roam,similar,stray,1
roam,similar,wander,1
roam,synonym,cast,1
roam,synonym,drift,1
roam,synonym,ramble,1
roam,synonym,range,1
roam,synonym,roll,1
roam,synonym,rove,1
roam,synonym,stray,1
roam,synonym,wander,1
roar,synonym,bellow,2
roar,synonym,boom,1
roar,synonym,howl,
roar,synonym,thunder,1
roar,synonym,wail,
roast,synonym,guy,
roast,synonym,joint,2
roast,synonym,knock,3
rob,synonym,hook,2
rob,synonym,pluck,2
rob,synonym,plume,2
rob,synonym,soak,2
robe,similar,vest,3
robe,synonym,gown,2
robe,synonym,vest,3
robust,antonym,frail,1
robust,similar,iron,1
robust,similar,stout,1
robust,similar,strong,3
robust,similar,sturdy,1
robust,similar,vigorous,1
robust,synonym,rich,2
rock,synonym,slay,
rock,synonym,stone,1
rock,synonym,sway,
rocked,similar,rock,1
rocked,similar,shake,2
rocked,similar,sway,1
rocked,synonym,rule,3
rocked,synonym,shake,1
rocked,synonym,slay,3
rocked,synonym,sway,1
rod,synonym,perch,3
rod,synonym,pole,3
role,synonym,character,2
role,synonym,function,1
role,synonym,office,1
role,synonym,part,1
role,synonym,purpose,3
role,synonym,use,3
roll,similar,revolve,1
roll,synonym,bun,
roll,synonym,coil,
roll,synonym,curl,
roll,synonym,drift,
roll,synonym,pluck,
roll,synonym,ramble,
roll,synonym,revolve,
roll,synonym,roam,
roll,synonym,rove,
roll,synonym,scroll,
roll,synonym,twine,
roll,synonym,wander,
roll,synonym,wheel,2
roll,synonym,wrap,
romance,synonym,flirt,
romance,synonym,solicit,
romance,synonym,woo,
romantic,similar,practical,3
roof,synonym,ceiling,
room,synonym,hall,
room,synonym,lobby,
room,synonym,suite,
room,synonym,way,2
root,synonym,ancestor,
root,synonym,base,3
root,synonym,origin,2
root,synonym,radical,3
root,synonym,source,2
root,synonym,stem,3
root,synonym,theme,3
rope,synonym,circle,2
roses,synonym,blush,
rot,synonym,waste,2
rotate,synonym,revolve,1
rouge,synonym,blush,1
rouge,synonym,paint,1
rough,antonym,smooth,1
rough,similar,exact,3
rough,similar,rugged,1
rough,synonym,approximate,3
rough,synonym,crude,
rough,synonym,harsh,
round,antonym,square,1
round,similar,exact,3
round,similar,full,2
round,similar,global,1
round,synonym,assail,
round,synonym,bout,
round,synonym,cycle,
round,synonym,rhythm,
rouse,synonym,agitate,3
rouse,synonym,charge,3
rouse,synonym,excite,3
route,synonym,path,1
route,synonym,road,2
routine,synonym,act,2
routine,synonym,bit,2
routine,synonym,function,3
routine,synonym,mundane,
routine,synonym,number,2
routine,synonym,procedure,3
routine,synonym,turn,2
rove,similar,drift,1
rove,similar,err,1
rove,similar,stray,1
rove,similar,wander,1
rove,synonym,cast,1
rove,synonym,drift,1
rove,synonym,ramble,1
rove,synonym,range,1
rove,synonym,roam,1
rove,synonym,roll,1
rove,synonym,stray,1
rove,synonym,wander,1
row,synonym,quarrel,1
row,synonym,word,1
rowed,synonym,quarrel,2
rowed,synonym,word,2
royal,similar,noble,3
royal,synonym,purple,
rub,synonym,fray,2
rub,synonym,fret,2
rub,synonym,hitch,
rub,synonym,itch,3
rub,synonym,scratch,2
rub,synonym,wipe,
rubber,synonym,arctic,
rubber,synonym,condom,
rubbish,synonym,scrap,1
rubbish,synonym,trash,1
rubble,synonym,debris,1
rubble,synonym,dust,1
rubble,synonym,junk,1
rude,similar,polite,1
rude,synonym,primitive,
rude,synonym,raw,
rug,synonym,carpet,1
rugged,antonym,delicate,1
rugged,similar,rough,3
rugged,similar,sturdy,1
rugged,similar,tough,1
rugged,synonym,tough,
ruin,synonym,bankrupt,3
ruin,synonym,break,3
ruin,synonym,destroy,1
ruin,synonym,smash,3
rule,synonym,convention,2
rule,synonym,decree,
rule,synonym,dominate,
rule,synonym,formula,2
rule,synonym,govern,
rule,synonym,normal,2
rule,synonym,pattern,2
rule,synonym,prevail,
rule,synonym,principle,
rule,synonym,rocked,
rule,synonym,slay,
rumble,synonym,growl,
rumble,synonym,grumble,1
run,antonym,idle,
run,similar,range,3
run,synonym,campaign,
run,synonym,escape,2
run,synonym,extend,3
run,synonym,flow,
run,synonym,go,3
run,synonym,hunt,
run,synonym,incline,
run,synonym,ladder,
run,synonym,lead,3
run,synonym,lean,
run,synonym,melt,
run,synonym,operate,
run,synonym,pass,3
run,synonym,persist,
run,synonym,prevail,
run,synonym,streak,
run,synonym,tend,
run,synonym,trial,
run,synonym,unravel,
runway,synonym,rail,1
runway,synonym,track,1
rural,antonym,urban,1
rural,similar,pastoral,1
rush,antonym,delay,3
rush,antonym,linger,1
rush,synonym,boot,
rush,synonym,haste,
rush,synonym,hurry,3
rush,synonym,induce,
rush,synonym,race,1
rush,synonym,speed,1
rush,synonym,surge,
rush,synonym,thrill,
rust,synonym,corrode,
rustle,synonym,lift,2
rustle,synonym,whisper,
sack,similar,clear,3
sack,similar,earn,3
sack,similar,gain,3
sack,similar,make,3
sack,similar,net,3
sack,similar,realise,3
sack,synonym,can,2
sack,synonym,clear,3
sack,synonym,dismiss,2
sack,synonym,displace,2
sack,synonym,fire,2
sack,synonym,net,3
sack,synonym,pocket,
sack,synonym,terminate,2
sacks,synonym,pocket,2
sacks,synonym,poke,1
sacred,similar,divine,1
sacred,similar,holy,3
sacred,similar,religious,1
sacred,similar,reverend,1
sacred,similar,taboo,1
sacred,similar,utter,1
sacred,similar,worth,2
sad,antonym,glad,1
sad,similar,bad,3
sad,similar,melancholy,1
sad,similar,tragic,1
sad,synonym,sorry,3
saddle,synonym,tack,
safe,antonym,out,3
safe,synonym,condom,
sag,synonym,flag,1
sail,similar,brush,2
sail,similar,sweep,2
sail,synonym,cruise,
sail,synonym,navigate,
sail,synonym,sweep,2
sail,synonym,voyage,
saint,synonym,angel,2
saint,synonym,ideal,3
sake,synonym,interest,1
salary,synonym,pay,1
salary,synonym,wage,1
salient,similar,conspicuous,1
salient,synonym,prominent,1
salient,synonym,spectacular,1
saloon,synonym,bar,1
saloon,synonym,pub,2
salute,synonym,drink,1
salute,synonym,pledge,1
salute,synonym,toast,1
salvage,synonym,relieve,1
salvage,synonym,save,1
salvation,synonym,redemption,1
same,antonym,different,2
same,antonym,other,1
same,similar,duplicate,2
same,similar,identical,1
same,similar,like,2
same,similar,one,2
same,similar,very,1
same,synonym,like,3
sanction,synonym,approve,
sanction,synonym,authority,3
sanction,synonym,warrant,1
sanctuary,synonym,asylum,2
sanctuary,synonym,refuge,2
sand,synonym,grit,2
sand,synonym,gut,2
sane,similar,rational,2
satellite,synonym,planet,2
satire,synonym,irony,1
satisfactory,similar,adequate,1
satisfactory,similar,alright,1
satisfactory,similar,cool,1
satisfactory,similar,fine,1
satisfactory,similar,good,2
satisfactory,similar,intolerable,1
satisfactory,similar,ok,1
satisfactory,similar,right,1
satisfactory,synonym,decent,2
satisfy,antonym,dissatisfy,2
satisfy,synonym,fill,3
satisfy,synonym,fit,3
satisfy,synonym,fulfil,1
satisfy,synonym,gratify,2
satisfy,synonym,meet,3
savage,similar,humane,1
savage,similar,wild,2
savage,synonym,beast,
savage,synonym,brute,1
savage,synonym,cruel,1
savage,synonym,fierce,
savage,synonym,furious,
savage,synonym,vicious,1
savage,synonym,wild,3
savage,synonym,wolf,
save,synonym,preserve,2
save,synonym,redeem,
save,synonym,relieve,1
save,synonym,salvage,1
savour,synonym,enjoy,
savour,synonym,flavour,
savour,synonym,relish,
savour,synonym,taste,1
say,synonym,allege,2
say,synonym,articulate,
say,synonym,pronounce,
say,synonym,read,
say,synonym,state,1
say,synonym,suppose,3
say,synonym,tell,1
scan,synonym,rake,2
scan,synonym,skim,2
scandal,synonym,outrage,2
scant,similar,sufficient,1
scant,synonym,bare,
scant,synonym,light,1
scant,synonym,short,1
scar,similar,mark,3
scar,similar,score,3
scar,synonym,mark,2
scar,synonym,pit,3
scar,synonym,scrape,2
scar,synonym,scratch,2
scarce,antonym,abundant,1
scarce,similar,rare,1
scarce,similar,tight,1
scarce,synonym,hardly,2
scarce,synonym,just,2
scare,synonym,dash,2
scare,synonym,daunt,2
scare,synonym,fright,1
scare,synonym,panic,3
scarlet,synonym,cherry,1
scarlet,synonym,red,1
scatter,synonym,disperse,3
scatter,synonym,spread,1
scatter,synonym,sprinkle,
scene,synonym,aspect,3
scene,synonym,prospect,3
scene,synonym,view,3
scent,synonym,aroma,1
scent,synonym,odour,3
scent,synonym,perfume,1
scent,synonym,smell,3
scent,synonym,wind,
sceptic,synonym,doubt,1
schedule,synonym,agenda,1
scheme,synonym,dodge,2
scheme,synonym,outline,
scheme,synonym,strategy,1
scheme,synonym,system,3
schizophrenic,similar,sane,1
scholar,synonym,student,2
school,synonym,civilise,
school,synonym,cultivate,
school,synonym,educate,
science,synonym,skill,2
scoop,synonym,exclusive,3
scoop,synonym,pocket,2
scoop,synonym,soap,
scope,synonym,background,2
scope,synonym,compass,1
scope,synonym,orbit,1
scope,synonym,range,1
scope,synonym,reach,1
scope,synonym,telescope,3
score,similar,mark,2
score,similar,pit,2
score,similar,scar,2
score,synonym,grievance,
score,synonym,grudge,
score,synonym,mark,2
score,synonym,seduce,
score,synonym,tally,1
scorn,synonym,contempt,1
scorn,synonym,despise,3
scorn,synonym,despite,1
scorn,synonym,disdain,1
scout,synonym,guide,3
scout,synonym,picket,1
scout,synonym,spot,1
scout,synonym,watch,1
scowl,synonym,frown,1
scramble,synonym,skin,2
scramble,synonym,struggle,2
scramble,synonym,unravel,
scrap,synonym,bit,1
scrap,synonym,chip,1
scrap,synonym,combat,
scrap,synonym,flake,1
scrap,synonym,garbage,
scrap,synonym,junk,
scrap,synonym,quarrel,
scrap,synonym,rubbish,2
scrap,synonym,trash,2
scrape,synonym,grate,1
scrape,synonym,scar,
scrape,synonym,scratch,3
scratch,synonym,bread,
scratch,synonym,cabbage,
scratch,synonym,cancel,
scratch,synonym,dent,
scratch,synonym,dough,
scratch,synonym,engrave,
scratch,synonym,excise,
scratch,synonym,fray,1
scratch,synonym,fret,1
scratch,synonym,inscribe,
scratch,synonym,itch,3
scratch,synonym,lettuce,
scratch,synonym,loot,
scratch,synonym,rub,1
scratch,synonym,scar,
scratch,synonym,scrape,2
scratch,synonym,scribble,
scratch,synonym,scrub,
scratch,synonym,sugar,
scream,similar,call,1
scream,similar,cry,1
scream,similar,exclaim,1
scream,similar,shout,1
scream,synonym,call,1
scream,synonym,cry,1
scream,synonym,riot,
scream,synonym,screech,
scream,synonym,shout,1
scream,synonym,shriek,
scream,synonym,yell,1
screech,synonym,creak,3
screech,synonym,scream,1
screech,synonym,shriek,1
screech,synonym,squeak,3
screech,synonym,whine,3
screen,synonym,blind,2
screw,similar,neck,1
screw,synonym,bang,1
screw,synonym,bed,1
screw,synonym,cheat,
screw,synonym,jazz,1
screw,synonym,jockey,
screw,synonym,know,1
screw,synonym,love,1
scribble,synonym,scratch,3
script,synonym,book,1
script,synonym,hand,2
scroll,synonym,coil,1
scroll,synonym,curl,1
scroll,synonym,roll,1
scrub,synonym,bush,
scrub,synonym,cancel,3
scrub,synonym,scratch,3
sculpt,similar,grave,1
sculpt,synonym,grave,2
sea,synonym,ocean,2
seam,synonym,bed,3
seam,synonym,crease,2
seam,synonym,line,2
seam,synonym,wrinkle,2
search,synonym,explore,
search,synonym,hunt,1
search,synonym,seek,
seasoning,synonym,flavour,1
seat,synonym,ass,2
seat,synonym,behind,2
seat,synonym,bottom,2
seat,synonym,bum,2
seat,synonym,bun,2
seat,synonym,butt,2
seat,synonym,can,2
seat,synonym,induct,
seat,synonym,place,1
seat,synonym,rear,2
seat,synonym,stern,2
seat,synonym,tail,2
second,antonym,first,
second,synonym,bit,2
second,synonym,endorse,
second,synonym,minute,2
second,synonym,moment,2
second,synonym,seconds,1
seconds,antonym,first,
seconds,synonym,bit,2
seconds,synonym,minute,2
seconds,synonym,moment,2
seconds,synonym,second,1
secrecy,synonym,privacy,2
secrecy,synonym,silence,1
secret,similar,covert,2
secret,synonym,confidential,
secret,synonym,mystery,
secret,synonym,mystic,
secrete,synonym,release,1
section,synonym,department,
section,synonym,division,
section,synonym,segment,
sector,synonym,sphere,3
secular,antonym,religious,
secular,similar,lay,3
secular,similar,material,2
secular,similar,mundane,2
secular,synonym,temporal,2
secure,synonym,assure,
secure,synonym,ensure,
secure,synonym,fasten,2
secure,synonym,fix,2
secure,synonym,guarantee,
secure,synonym,insure,
secure,synonym,plug,
secure,synonym,procure,1
sediment,synonym,deposit,1
seduce,similar,make,2
seduce,similar,score,2
seduce,synonym,make,1
seduce,synonym,score,1
see,similar,catch,1
see,similar,discover,3
see,similar,fancy,2
see,similar,figure,2
see,similar,find,3
see,similar,hear,3
see,similar,image,2
see,similar,learn,3
see,similar,picture,2
see,similar,project,2
see,similar,view,1
see,similar,watch,1
see,synonym,ascertain,
see,synonym,attend,
see,synonym,check,
see,synonym,consider,
see,synonym,construe,
see,synonym,discover,
see,synonym,encounter,
see,synonym,ensure,
see,synonym,escort,
see,synonym,examine,
see,synonym,fancy,
see,synonym,find,3
see,synonym,hear,
see,synonym,insure,
see,synonym,interpret,
see,synonym,learn,
see,synonym,meet,
see,synonym,realise,2
see,synonym,reckon,
see,synonym,regard,
see,synonym,understand,2
see,synonym,visit,
see,synonym,watch,
see,synonym,witness,3
seed,synonym,source,
seed,synonym,sow,
seek,synonym,attempt,3
seek,synonym,essay,3
seek,synonym,search,2
seek,synonym,try,3
seem,synonym,appear,1
seem,synonym,look,1
segment,synonym,section,1
seize,synonym,appropriate,3
seize,synonym,appropriated,3
seize,synonym,capture,3
seize,synonym,clutch,1
seize,synonym,confiscate,
seize,synonym,conquer,3
seizure,synonym,capture,2
select,similar,superior,2
select,synonym,choice,2
select,synonym,choose,1
select,synonym,prime,2
select,synonym,prize,2
select,synonym,quality,2
select,synonym,take,1
self,synonym,ego,1
sell,antonym,buy,1
sell,similar,deal,2
sell,similar,trade,2
sell,synonym,betray,
send,synonym,broadcast,
send,synonym,direct,1
send,synonym,mail,3
send,synonym,post,3
send,synonym,ship,
send,synonym,transmit,
senior,antonym,junior,1
senior,similar,elder,1
senior,similar,last,2
senior,similar,major,1
senior,similar,old,1
senior,similar,superior,1
senior,synonym,elder,3
senior,synonym,old,3
sensation,synonym,ace,2
sensation,synonym,champion,2
sensation,synonym,genius,2
sensation,synonym,sense,
sensation,synonym,senses,
sensation,synonym,star,2
sensation,synonym,wizard,2
sense,synonym,feel,
sense,synonym,sensation,3
senses,synonym,sensation,3
sensible,similar,intelligent,1
sensible,similar,sound,1
sensible,synonym,sensitive,2
sensitive,similar,alive,2
sensitive,similar,delicate,1
sensitive,similar,irritable,1
sensitive,synonym,sensible,3
sensitive,synonym,sore,
sensitive,synonym,tender,
sensory,synonym,receptive,1
sensual,similar,hot,2
sensual,similar,physical,1
sensual,synonym,animal,1
sentence,synonym,convict,2
sentence,synonym,doom,
sentence,synonym,time,3
sentencing,synonym,condemn,1
sentencing,synonym,convict,3
sentencing,synonym,doom,1
sentiment,synonym,opinion,2
sentiment,synonym,persuasion,2
sentiment,synonym,view,2
separate,antonym,joint,1
separate,similar,apart,1
separate,similar,discrete,1
separate,similar,distinct,1
separate,synonym,break,
separate,synonym,classify,
separate,synonym,differentiate,
separate,synonym,discriminate,
separate,synonym,distinguish,
separate,synonym,divide,
separate,synonym,split,
september,synonym,folk,
sequence,synonym,episode,3
sequence,synonym,succession,2
serene,similar,clear,2
serene,synonym,calm,1
serene,synonym,tranquil,1
serial,synonym,consecutive,1
serial,synonym,series,
series,synonym,serial,2
serious,similar,earnest,1
serious,similar,grave,1
serious,similar,important,2
serious,similar,real,1
serious,similar,sincere,1
serious,similar,sober,1
serious,similar,solemn,1
serious,similar,solid,1
serious,synonym,grave,3
serious,synonym,severe,3
sermon,synonym,discourse,1
serve,similar,service,1
serve,synonym,assist,
serve,synonym,function,1
serve,synonym,suffice,
service,synonym,overhaul,
set,antonym,rise,
set,synonym,adjust,
set,synonym,band,
set,synonym,circle,
set,synonym,define,3
set,synonym,determine,2
set,synonym,fix,3
set,synonym,lay,1
set,synonym,limit,3
set,synonym,lot,
set,synonym,place,1
set,synonym,pose,1
set,synonym,position,1
set,synonym,prepare,
set,synonym,put,1
set,synonym,sic,
set,synonym,specify,3
settle,synonym,decide,2
settle,synonym,determine,3
settle,synonym,reconcile,
settle,synonym,resolve,2
settle,synonym,subside,
seven,similar,cardinal,3
seven,synonym,parliament,
several,similar,different,3
several,similar,individual,2
several,similar,single,2
several,similar,some,1
several,synonym,respective,2
several,synonym,various,2
severe,similar,intense,1
severe,similar,plain,3
severe,similar,strong,2
severe,synonym,austere,3
severe,synonym,hard,2
severe,synonym,serious,
severe,synonym,stark,3
severe,synonym,stern,3
severe,synonym,terrible,1
severe,synonym,wicked,1
sew,synonym,stitch,1
sew,synonym,tailor,2
sewage,synonym,sewer,1
sewer,synonym,gutter,3
sewer,synonym,sewage,
sewer,synonym,toilet,3
sex,synonym,gender,
shade,synonym,ghost,
shade,synonym,spectre,
shade,synonym,tone,2
shadow,synonym,dark,2
shaft,synonym,barb,2
shaft,synonym,cheat,
shaft,synonym,cock,
shaft,synonym,dig,2
shaft,synonym,jockey,
shaft,synonym,lance,
shaft,synonym,ray,
shaft,synonym,slam,2
shaft,synonym,spear,
shake,synonym,agitate,1
shake,synonym,rocked,
shake,synonym,shiver,
shake,synonym,stimulate,
shake,synonym,sway,
shake,synonym,tremble,
shallow,antonym,deep,1
shallow,similar,light,2
shallow,similar,superficial,1
shame,synonym,disgrace,2
shame,synonym,pity,3
shape,synonym,anatomy,3
shape,synonym,build,3
shape,synonym,contour,1
shape,synonym,determine,
shape,synonym,figure,3
shape,synonym,flesh,3
shape,synonym,form,1
shape,synonym,formation,
shape,synonym,frame,3
shape,synonym,pattern,
shape,synonym,regulate,
share,synonym,parcel,
share,synonym,portion,
sharp,antonym,dull,
sharp,antonym,flat,
sharp,similar,distinct,1
sharp,synonym,abrupt,
sharp,synonym,acute,2
sharp,synonym,crisp,1
sharp,synonym,keen,3
sharp,synonym,shrewd,
shave,synonym,trim,2
shed,similar,slop,3
shed,similar,spill,3
shed,synonym,cast,1
shed,synonym,drop,1
shed,synonym,spill,2
shed,synonym,throw,1
sheer,similar,complete,1
sheer,similar,pure,2
sheer,similar,steep,3
sheer,synonym,absolute,1
sheer,synonym,bluff,3
sheer,synonym,bold,3
sheer,synonym,cut,
sheer,synonym,plain,2
sheer,synonym,rank,1
sheer,synonym,transparent,
sheet,synonym,plane,
sheet,synonym,shroud,
sheet,synonym,tabloid,
shelf,synonym,ledge,2
shell,synonym,beat,
shell,synonym,crush,
shell,synonym,shield,3
shield,synonym,shell,3
shift,synonym,fracture,
shift,synonym,stir,
shift,synonym,switch,
shift,synonym,tilt,
shift,synonym,wobble,
shimmer,synonym,play,3
shine,synonym,beam,2
shine,synonym,gleam,3
shine,synonym,glint,3
shine,synonym,glisten,3
shine,synonym,glitter,3
shine,synonym,radiance,
shine,synonym,reflect,1
ship,synonym,cargo,
ship,synonym,embark,
ship,synonym,freight,
ship,synonym,load,
ship,synonym,send,2
ship,synonym,transport,2
shiver,synonym,chill,
shiver,synonym,quiver,
shiver,synonym,shake,3
shiver,synonym,shudder,1
shiver,synonym,thrill,1
shiver,synonym,throb,1
shiver,synonym,tremble,3
shock,synonym,appal,
shock,synonym,cushion,
shock,synonym,impact,2
shock,synonym,jar,
shock,synonym,jolt,
shock,synonym,offend,
shoot,similar,blast,1
shoot,similar,hit,1
shoot,similar,strike,1
shoot,synonym,blast,3
shoot,synonym,hit,1
shoot,synonym,inject,
shoot,synonym,photograph,
shoot,synonym,sprout,
shop,synonym,frequent,
shop,synonym,sponsor,
shop,synonym,store,1
short,antonym,long,1
short,antonym,tall,3
short,similar,brief,1
short,similar,close,2
short,similar,compact,3
short,similar,fleeting,1
short,similar,squat,3
short,similar,thick,3
short,synonym,little,3
short,synonym,scant,
short,synonym,shortly,
shortcoming,synonym,defect,1
shortcoming,synonym,defected,1
shortly,synonym,short,3
shortly,synonym,soon,2
shorts,synonym,drawer,2
shorts,synonym,trunk,1
shout,antonym,whisper,1
shout,similar,call,2
shout,similar,cry,2
shout,similar,exclaim,2
shout,similar,scream,3
shout,similar,yell,3
shout,synonym,call,2
shout,synonym,cry,2
shout,synonym,exclaim,3
shout,synonym,scream,2
shout,synonym,yell,2
shove,synonym,squeeze,3
shove,synonym,stuff,3
shove,synonym,thrust,3
show,antonym,hide,
show,synonym,demonstrate,1
show,synonym,depict,
show,synonym,designate,
show,synonym,display,
show,synonym,establish,2
show,synonym,evidence,3
show,synonym,exhibit,1
show,synonym,express,
show,synonym,indicate,
show,synonym,present,1
show,synonym,presented,1
show,synonym,prove,2
show,synonym,testify,3
show,synonym,usher,
shower,synonym,cascade,
shower,synonym,lavish,
shred,synonym,rag,2
shred,synonym,tag,2
shrewd,similar,hard,2
shrewd,similar,smart,1
shrewd,synonym,sharp,1
shriek,synonym,pipe,3
shriek,synonym,scream,1
shriek,synonym,screech,1
shrink,antonym,stretch,
shrink,synonym,reduce,3
shrink,synonym,wince,2
shrink,synonym,wither,1
shroud,synonym,hide,
shroud,synonym,sheet,2
shroud,synonym,tack,2
shrub,synonym,bush,1
shudder,synonym,chill,3
shudder,synonym,quiver,3
shudder,synonym,shiver,1
shudder,synonym,thrill,2
shudder,synonym,throb,2
shuffle,synonym,mix,3
shut,antonym,open,
shut,similar,close,1
shut,synonym,close,1
shut,synonym,closed,
shut,synonym,exclude,3
shuttle,synonym,bird,1
shy,similar,sufficient,2
shy,similar,wary,3
shy,synonym,sure,1
sic,synonym,set,2
sick,similar,dizzy,1
sick,similar,faint,1
sick,similar,green,1
sick,similar,ill,2
sick,similar,light,1
sick,similar,poor,1
sick,similar,sane,3
sick,similar,upset,1
sick,synonym,crazy,3
sick,synonym,grim,
sick,synonym,ill,1
sick,synonym,mad,3
sick,synonym,pale,
sick,synonym,vomit,
sick,synonym,wan,
side,antonym,bottom,
side,antonym,top,
side,synonym,incline,
side,synonym,slope,
sideline,synonym,hobby,3
sideline,synonym,pursuit,3
sift,synonym,strain,2
sight,synonym,batch,
sight,synonym,flock,
sight,synonym,heap,
sight,synonym,lot,
sight,synonym,mass,
sight,synonym,mint,
sight,synonym,mountain,
sight,synonym,pile,
sight,synonym,plenty,
sight,synonym,raft,
sight,synonym,stack,
sight,synonym,survey,
sight,synonym,view,
sight,synonym,vision,3
sign,synonym,bless,
sign,synonym,mansion,
sign,synonym,mark,1
sign,synonym,ratify,
sign,synonym,signal,3
sign,synonym,subscribe,
signal,synonym,indicate,
signal,synonym,sign,1
signature,synonym,touch,2
significance,synonym,import,2
significant,similar,considerable,2
significant,similar,fundamental,1
significant,similar,large,1
significant,similar,profound,1
significant,synonym,important,1
significant,synonym,pregnant,
significant,synonym,substantial,2
signify,similar,intend,2
signify,similar,mean,2
signify,synonym,intend,1
signify,synonym,mean,1
silence,antonym,sound,2
silence,synonym,hush,
silence,synonym,mute,3
silence,synonym,quiet,2
silence,synonym,secrecy,
silent,similar,implicit,3
silent,similar,quiet,1
silent,synonym,mum,2
silent,synonym,mute,
silent,synonym,still,1
silly,synonym,dizzy,2
silly,synonym,pathetic,3
silly,synonym,ridiculous,3
silver,synonym,eloquent,
silver,synonym,fluent,
similar,similar,akin,1
similar,similar,analogous,1
similar,similar,correspondent,1
similar,synonym,alike,2
similar,synonym,like,2
simple,antonym,complex,1
simple,antonym,compound,
simple,similar,easy,2
simple,similar,plain,3
simple,similar,sophisticated,1
simple,synonym,bare,3
simple,synonym,elementary,2
simple,synonym,mere,3
simplicity,antonym,complex,1
simplicity,synonym,ease,
simulate,synonym,assume,3
simulate,synonym,copy,1
simulate,synonym,imitate,1
simulate,synonym,model,2
simultaneous,synonym,concurrent,1
sincere,similar,dear,1
sincere,similar,earnest,1
sincere,similar,genuine,1
sincere,similar,honest,1
sincere,similar,serious,2
sincere,similar,true,1
sincere,synonym,earnest,2
sincere,synonym,solemn,2
single,antonym,double,2
single,antonym,multiple,3
single,similar,individual,1
single,similar,lone,3
single,similar,only,3
single,similar,respective,1
single,similar,several,1
single,similar,singular,1
single,similar,sole,3
single,similar,solitary,3
single,similar,unique,3
single,similar,various,1
single,synonym,ace,
single,synonym,exclusive,
single,synonym,individual,1
single,synonym,one,
single,synonym,unity,
singular,antonym,plural,
singular,similar,extraordinary,1
singular,similar,individual,3
singular,similar,single,3
singular,similar,strange,2
singular,similar,usual,2
singular,synonym,curious,2
singular,synonym,odd,2
singular,synonym,peculiar,2
singular,synonym,unique,
sinister,similar,evil,2
sinister,synonym,black,2
sinister,synonym,dark,2
sinister,synonym,ominous,1
sink,antonym,float,
sink,antonym,source,
sink,similar,drop,1
sink,similar,settle,2
sink,similar,slump,1
